t,robot_id,x,y,battery,workload,state
157.000,r06,1.675902,0.928685,0.809052,1,EXECUTE
157.500,r00,0.633368,0.200547,0.332975,0,EXPLORE
157.500,r01,1.307147,0.334074,0.544222,0,NAVIGATE
157.500,r02,1.668335,0.933179,0.690266,1,EXECUTE
157.500,r03,1.096694,0.792393,0.416227,0,NAVIGATE
157.500,r04,0.469055,0.548558,0.912869,0,NAVIGATE
157.500,r05,0.546005,0.424005,0.190541,0,EXPLORE
157.500,r06,1.675902,0.928685,0.809012,1,EXECUTE
158.000,r00,0.633368,0.200547,0.332935,0,EXPLORE
158.000,r01,1.329921,0.301190,0.543806,0,NAVIGATE
158.000,r02,1.668335,0.933179,0.690226,1,EXECUTE
158.000,r03,1.108224,0.830695,0.415811,0,NAVIGATE
158.000,r04,0.429766,0.556070,0.912453,0,NAVIGATE
158.000,r05,0.512427,0.402267,0.190125,0,EXPLORE
158.000,r06,1.675902,0.928685,0.808972,1,EXECUTE
158.500,r00,0.671211,0.213504,0.332519,0,EXPLORE
158.500,r01,1.352694,0.268306,0.543390,0,NAVIGATE
158.500,r02,1.668335,0.933179,0.690186,1,EXECUTE
158.500,r03,1.119753,0.868997,0.415395,0,NAVIGATE
158.500,r04,0.390478,0.563581,0.912037,0,NAVIGATE
158.500,r05,0.512427,0.402267,0.190085,0,NAVIGATE
158.500,r06,1.675902,0.928685,0.808932,1,EXECUTE
159.000,r00,0.709055,0.226462,0.332103,0,EXPLORE
159.000,r01,1.375468,0.235422,0.542974,0,NAVIGATE
159.000,r02,1.668335,0.933179,0.690146,1,EXECUTE
159.000,r03,1.131283,0.907300,0.414979,0,NAVIGATE
159.000,r04,0.351190,0.571093,0.911621,0,NAVIGATE
159.000,r05,0.512427,0.402267,0.190045,0,NAVIGATE
159.000,r06,1.675902,0.928685,0.808892,1,EXECUTE
159.500,r00,0.709055,0.226462,0.332063,0,NAVIGATE
159.500,r01,1.384578,0.222268,0.542784,0,EXECUTE
159.500,r02,1.668335,0.933179,0.690106,1,EXECUTE
159.500,r03,1.142813,0.945602,0.414563,0,NAVIGATE
159.500,r04,0.311901,0.578605,0.911205,0,NAVIGATE
159.500,r05,0.519452,0.416642,0.189854,0,NAVIGATE
159.500,r06,1.675902,0.928685,0.808852,1,EXECUTE
160.000,r00,0.709055,0.226462,0.332023,0,NAVIGATE
160.000,r01,1.384578,0.222268,0.542744,0,EXECUTE
160.000,r02,1.668335,0.933179,0.690066,1,EXECUTE
160.000,r03,1.154342,0.983904,0.414147,0,NAVIGATE
160.000,r04,0.272613,0.586117,0.910789,0,NAVIGATE
160.000,r05,0.537015,0.452580,0.189438,0,NAVIGATE
160.000,r06,1.675902,0.928685,0.808812,1,EXECUTE
160.500,r00,0.718171,0.239610,0.331833,0,NAVIGATE
160.500,r01,1.384578,0.222268,0.542704,0,EXECUTE
160.500,r02,1.668335,0.933179,0.690026,1,EXECUTE
160.500,r03,1.165872,1.022207,0.413731,0,NAVIGATE
160.500,r04,0.233325,0.593628,0.910373,0,NAVIGATE
160.500,r05,0.554577,0.488519,0.189022,0,NAVIGATE
160.500,r06,1.675902,0.928685,0.808772,1,EXECUTE
161.000,r00,0.740961,0.272483,0.331417,0,NAVIGATE
161.000,r01,1.384578,0.222268,0.542664,0,EXECUTE
161.000,r02,1.668335,0.933179,0.689986,2,EXECUTE
161.000,r03,1.177401,1.060509,0.413315,0,NAVIGATE
161.000,r04,0.233325,0.593628,0.910333,0,EXECUTE
161.000,r05,0.572139,0.524457,0.188606,0,NAVIGATE
161.000,r06,1.675902,0.928685,0.808732,1,EXECUTE
161.500,r00,0.763752,0.305355,0.331001,0,NAVIGATE
161.500,r01,1.384578,0.222268,0.542624,0,EXPLORE
161.500,r02,1.668335,0.933179,0.689946,2,EXECUTE
161.500,r03,1.188931,1.098811,0.412899,0,NAVIGATE
161.500,r04,0.233325,0.593628,0.910293,0,EXECUTE
161.500,r05,0.589702,0.560395,0.188190,0,NAVIGATE
161.500,r06,1.675902,0.928685,0.808692,1,EXECUTE
162.000,r00,0.786543,0.338227,0.330585,0,NAVIGATE
162.000,r01,1.384578,0.222268,0.542584,0,EXPLORE
162.000,r02,1.668335,0.933179,0.689906,2,EXECUTE
162.000,r03,1.200461,1.137114,0.412483,0,NAVIGATE
162.000,r04,0.233325,0.593628,0.910253,0,EXECUTE
162.000,r05,0.607264,0.596334,0.187774,0,NAVIGATE
162.000,r06,1.675902,0.928685,0.808652,1,EXECUTE
162.500,r00,0.809333,0.371100,0.330169,0,NAVIGATE
162.500,r01,1.384578,0.222268,0.542544,0,EXPLORE
162.500,r02,1.668335,0.933179,0.689866,2,EXECUTE
162.500,r03,1.211990,1.175416,0.412067,0,NAVIGATE
162.500,r04,0.233325,0.593628,0.910213,0,EXECUTE
162.500,r05,0.624826,0.632272,0.187358,0,NAVIGATE
162.500,r06,1.675902,0.928685,0.808612,1,EXECUTE
163.000,r00,0.832124,0.403972,0.329753,0,NAVIGATE
163.000,r01,1.403424,0.257551,0.542128,0,EXPLORE
163.000,r02,1.668335,0.933179,0.689826,2,EXECUTE
163.000,r03,1.223520,1.213718,0.411651,0,NAVIGATE
163.000,r04,0.233325,0.593628,0.910173,0,EXPLORE
163.000,r05,0.642389,0.668210,0.186942,0,NAVIGATE
163.000,r06,1.675902,0.928685,0.808572,1,EXECUTE
163.500,r00,0.832124,0.403972,0.329713,1,NAVIGATE
163.500,r01,1.403424,0.257551,0.542088,0,NAVIGATE
163.500,r02,1.668335,0.933179,0.689786,2,EXECUTE
163.500,r03,1.235049,1.252021,0.411235,0,NAVIGATE
163.500,r04,0.233325,0.593628,0.910133,0,EXPLORE
163.500,r05,0.642389,0.668210,0.186902,1,NAVIGATE
163.500,r06,1.675902,0.928685,0.808532,1,EXECUTE
164.000,r00,0.832124,0.403972,0.329673,1,NAVIGATE
164.000,r01,1.403424,0.257551,0.542048,0,NAVIGATE
164.000,r02,1.668335,0.933179,0.689746,2,EXECUTE
164.000,r03,1.246579,1.290323,0.410819,0,NAVIGATE
164.000,r04,0.244043,0.605507,0.909942,0,EXPLORE
164.000,r05,0.642389,0.668210,0.186862,1,NAVIGATE
164.000,r06,1.675902,0.928685,0.808492,1,EXECUTE
164.500,r00,0.818113,0.411698,0.329482,1,NAVIGATE
164.500,r01,1.396032,0.271741,0.541858,0,NAVIGATE
164.500,r02,1.668335,0.933179,0.689706,2,EXECUTE
164.500,r03,1.258109,1.328625,0.410403,0,NAVIGATE
164.500,r04,0.254762,0.617387,0.909752,0,NAVIGATE
164.500,r05,0.639158,0.652540,0.186672,1,NAVIGATE
164.500,r06,1.675902,0.928685,0.808452,1,EXECUTE
165.000,r00,0.783085,0.431013,0.329066,1,NAVIGATE
165.000,r01,1.377554,0.307217,0.541442,0,NAVIGATE
165.000,r02,1.668335,0.933179,0.689666,2,EXECUTE
165.000,r03,1.269638,1.366928,0.409987,0,NAVIGATE
165.000,r04,0.254762,0.617387,0.909712,0,NAVIGATE
165.000,r05,0.631082,0.613363,0.186256,1,NAVIGATE
165.000,r06,1.675902,0.928685,0.808412,1,EXECUTE
165.500,r00,0.748058,0.450328,0.328650,1,NAVIGATE
165.500,r01,1.359075,0.342693,0.541026,0,NAVIGATE
165.500,r02,1.668335,0.933179,0.689626,2,EXECUTE
165.500,r03,1.281168,1.405230,0.409571,0,NAVIGATE
165.500,r04,0.254762,0.617387,0.909672,0,NAVIGATE
165.500,r05,0.623006,0.574187,0.185840,1,NAVIGATE
165.500,r06,1.675902,0.928685,0.808372,1,EXECUTE
166.000,r00,0.713030,0.469643,0.328234,1,NAVIGATE
166.000,r01,1.340597,0.378169,0.540610,0,NAVIGATE
166.000,r02,1.668335,0.933179,0.689586,2,EXECUTE
166.000,r03,1.292698,1.443532,0.409155,0,NAVIGATE
166.000,r04,0.282346,0.646354,0.909256,0,NAVIGATE
166.000,r05,0.619776,0.558517,0.185650,1,WAIT_PEERS
166.000,r06,1.675902,0.928685,0.808332,1,EXECUTE
166.500,r00,0.678002,0.488957,0.327818,1,NAVIGATE
166.500,r01,1.322118,0.413645,0.540194,0,NAVIGATE
166.500,r02,1.668335,0.933179,0.689546,2,EXECUTE
166.500,r03,1.292698,1.443532,0.409115,1,NAVIGATE
166.500,r04,0.309930,0.675322,0.908840,0,NAVIGATE
166.500,r05,0.619776,0.558517,0.185610,1,WAIT_PEERS
166.500,r06,1.675902,0.928685,0.808292,1,EXECUTE
167.000,r00,0.642975,0.508272,0.327402,1,NAVIGATE
167.000,r01,1.303640,0.449121,0.539778,0,NAVIGATE
167.000,r02,1.668335,0.933179,0.689506,2,EXECUTE
167.000,r03,1.292698,1.443532,0.409075,1,NAVIGATE
167.000,r04,0.337514,0.704289,0.908424,0,NAVIGATE
167.000,r05,0.619776,0.558517,0.185570,1,WAIT_PEERS
167.000,r06,1.675902,0.928685,0.808252,1,EXECUTE
167.500,r00,0.642975,0.508272,0.327362,1,EXECUTE
167.500,r01,1.285161,0.484597,0.539362,0,NAVIGATE
167.500,r02,1.668335,0.933179,0.689466,2,EXECUTE
167.500,r03,1.308273,1.439871,0.408884,1,NAVIGATE
167.500,r04,0.365098,0.733257,0.908008,0,NAVIGATE
167.500,r05,0.619776,0.558517,0.185530,1,EXECUTE
167.500,r06,1.675902,0.928685,0.808212,1,EXECUTE
168.000,r00,0.642975,0.508272,0.327322,1,EXECUTE
168.000,r01,1.266682,0.520073,0.538946,0,NAVIGATE
168.000,r02,1.668335,0.933179,0.689426,2,EXECUTE
168.000,r03,1.347212,1.430718,0.408468,1,NAVIGATE
168.000,r04,0.392683,0.762224,0.907592,0,NAVIGATE
168.000,r05,0.619776,0.558517,0.185490,1,EXECUTE
168.000,r06,1.675902,0.928685,0.808172,1,EXECUTE
168.500,r00,0.642975,0.508272,0.327282,1,EXECUTE
168.500,r01,1.248204,0.555549,0.538530,0,NAVIGATE
168.500,r02,1.668335,0.933179,0.689386,2,EXECUTE
168.500,r03,1.386150,1.421565,0.408052,1,NAVIGATE
168.500,r04,0.420267,0.791192,0.907176,0,NAVIGATE
168.500,r05,0.619776,0.558517,0.185450,1,EXECUTE
168.500,r06,1.675902,0.928685,0.808132,1,EXECUTE
169.000,r00,0.642975,0.508272,0.327242,1,EXECUTE
169.000,r01,1.229725,0.591025,0.538114,0,NAVIGATE
169.000,r02,1.668335,0.933179,0.689346,2,EXECUTE
169.000,r03,1.393938,1.419735,0.407937,1,EXECUTE
169.000,r04,0.447851,0.820159,0.906760,0,NAVIGATE
169.000,r05,0.619776,0.558517,0.185410,1,EXECUTE
169.000,r06,1.675902,0.928685,0.808092,1,EXECUTE
169.500,r00,0.642975,0.508272,0.327202,1,EXECUTE
169.500,r01,1.211247,0.626501,0.537698,0,NAVIGATE
169.500,r02,1.668335,0.933179,0.689306,2,EXECUTE
169.500,r03,1.393938,1.419735,0.407897,1,EXECUTE
169.500,r04,0.475435,0.849127,0.906344,0,NAVIGATE
169.500,r05,0.619776,0.558517,0.185370,1,EXECUTE
169.500,r06,1.675902,0.928685,0.808052,1,EXECUTE
170.000,r00,0.642975,0.508272,0.327162,1,EXECUTE
170.000,r01,1.192768,0.661977,0.537282,0,NAVIGATE
170.000,r02,1.668335,0.933179,0.689266,2,EXECUTE
170.000,r03,1.393938,1.419735,0.407857,1,EXECUTE
170.000,r04,0.503019,0.878094,0.905928,0,NAVIGATE
170.000,r05,0.619776,0.558517,0.185330,1,EXECUTE
170.000,r06,1.675902,0.928685,0.808012,1,EXECUTE
170.500,r00,0.642975,0.508272,0.327122,1,EXECUTE
170.500,r01,1.192768,0.661977,0.537242,1,NAVIGATE
170.500,r02,1.668335,0.933179,0.689226,2,EXECUTE
170.500,r03,1.393938,1.419735,0.407817,2,EXECUTE
170.500,r04,0.530603,0.907062,0.905512,0,NAVIGATE
170.500,r05,0.619776,0.558517,0.185290,1,EXECUTE
170.500,r06,1.675902,0.928685,0.807972,2,EXECUTE
171.000,r00,0.642975,0.508272,0.327082,1,EXECUTE
171.000,r01,1.192768,0.661977,0.537202,1,NAVIGATE
171.000,r02,1.668335,0.933179,0.689186,2,EXECUTE
171.000,r03,1.393938,1.419735,0.407777,2,EXECUTE
171.000,r04,0.558187,0.936029,0.905096,0,NAVIGATE
171.000,r05,0.619776,0.558517,0.185250,1,EXECUTE
171.000,r06,1.675902,0.928685,0.807932,2,EXECUTE
171.500,r00,0.642975,0.508272,0.327042,1,EXECUTE
171.500,r01,1.198730,0.676824,0.537011,1,NAVIGATE
171.500,r02,1.668335,0.933179,0.689146,2,EXECUTE
171.500,r03,1.393938,1.419735,0.407737,2,EXECUTE
171.500,r04,0.585771,0.964997,0.904680,0,NAVIGATE
171.500,r05,0.619776,0.558517,0.185210,1,EXECUTE
171.500,r06,1.675902,0.928685,0.807892,2,EXECUTE
172.000,r00,0.642975,0.508272,0.327002,1,EXECUTE
172.000,r01,1.213635,0.713944,0.536595,1,NAVIGATE
172.000,r02,1.668335,0.933179,0.689106,2,EXECUTE
172.000,r03,1.393938,1.419735,0.407697,2,EXECUTE
172.000,r04,0.613355,0.993964,0.904264,0,NAVIGATE
172.000,r05,0.619776,0.558517,0.185170,1,EXECUTE
172.000,r06,1.675902,0.928685,0.807852,2,EXECUTE
172.500,r00,0.642975,0.508272,0.326962,1,EXECUTE
172.500,r01,1.228540,0.751063,0.536179,1,NAVIGATE
172.500,r02,1.668335,0.933179,0.689066,2,EXECUTE
172.500,r03,1.393938,1.419735,0.407657,2,EXECUTE
172.500,r04,0.640939,1.022932,0.903848,0,NAVIGATE
172.500,r05,0.619776,0.558517,0.185130,1,EXECUTE
172.500,r06,1.675902,0.928685,0.807812,2,EXECUTE
173.000,r00,0.642975,0.508272,0.326922,1,EXECUTE
173.000,r01,1.243445,0.788182,0.535763,1,NAVIGATE
173.000,r02,1.668335,0.933179,0.689026,2,EXECUTE
173.000,r03,1.393938,1.419735,0.407617,2,EXECUTE
173.000,r04,0.668524,1.051899,0.903432,0,NAVIGATE
173.000,r05,0.619776,0.558517,0.185090,1,EXECUTE
173.000,r06,1.675902,0.928685,0.807772,2,EXECUTE
173.500,r00,0.642975,0.508272,0.326882,1,EXECUTE
173.500,r01,1.258350,0.825301,0.535347,1,NAVIGATE
173.500,r02,1.668335,0.933179,0.688986,2,EXECUTE
173.500,r03,1.393938,1.419735,0.407577,2,EXECUTE
173.500,r04,0.696108,1.080867,0.903016,0,NAVIGATE
173.500,r05,0.619776,0.558517,0.185050,1,EXECUTE
173.500,r06,1.675902,0.928685,0.807732,2,EXECUTE
174.000,r00,0.642975,0.508272,0.326842,1,EXECUTE
174.000,r01,1.270274,0.854997,0.535006,1,WAIT_PEERS
174.000,r02,1.668335,0.933179,0.688946,2,EXECUTE
174.000,r03,1.393938,1.419735,0.407537,2,EXECUTE
174.000,r04,0.723692,1.109834,0.902600,0,NAVIGATE
174.000,r05,0.619776,0.558517,0.185010,1,EXECUTE
174.000,r06,1.675902,0.928685,0.807692,2,EXECUTE
174.500,r00,0.642975,0.508272,0.326802,1,EXECUTE
174.500,r01,1.270274,0.854997,0.534966,1,WAIT_PEERS
174.500,r02,1.668335,0.933179,0.688906,2,EXECUTE
174.500,r03,1.393938,1.419735,0.407497,2,EXECUTE
174.500,r04,0.751276,1.138802,0.902184,0,NAVIGATE
174.500,r05,0.619776,0.558517,0.184970,1,EXECUTE
174.500,r06,1.675902,0.928685,0.807652,2,EXECUTE
175.000,r00,0.642975,0.508272,0.326762,1,EXECUTE
175.000,r01,1.270274,0.854997,0.534926,1,WAIT_PEERS
175.000,r02,1.668335,0.933179,0.688866,2,EXECUTE
175.000,r03,1.393938,1.419735,0.407457,2,EXECUTE
175.000,r04,0.778860,1.167769,0.901768,0,NAVIGATE
175.000,r05,0.619776,0.558517,0.184930,1,EXECUTE
175.000,r06,1.675902,0.928685,0.807612,2,EXECUTE
175.500,r00,0.642975,0.508272,0.326722,1,EXECUTE
175.500,r01,1.270274,0.854997,0.534886,1,WAIT_PEERS
175.500,r02,1.668335,0.933179,0.688826,1,NAVIGATE
175.500,r03,1.393938,1.419735,0.407417,2,EXECUTE
175.500,r04,0.806444,1.196737,0.901352,0,NAVIGATE
175.500,r05,0.619776,0.558517,0.184890,1,EXECUTE
175.500,r06,1.675902,0.928685,0.807572,1,NAVIGATE
176.000,r00,0.642975,0.508272,0.326682,1,EXECUTE
176.000,r01,1.270274,0.854997,0.534846,1,WAIT_PEERS
176.000,r02,1.668335,0.933179,0.688786,1,NAVIGATE
176.000,r03,1.393938,1.419735,0.407377,2,EXECUTE
176.000,r04,0.834028,1.225704,0.900936,0,NAVIGATE
176.000,r05,0.619776,0.558517,0.184850,1,EXECUTE
176.000,r06,1.675902,0.928685,0.807532,1,NAVIGATE
176.500,r00,0.642975,0.508272,0.326642,1,EXECUTE
176.500,r01,1.270274,0.854997,0.534806,1,WAIT_PEERS
176.500,r02,1.668335,0.933179,0.688746,1,NAVIGATE
176.500,r03,1.393938,1.419735,0.407337,2,EXECUTE
176.500,r04,0.861612,1.254672,0.900520,0,NAVIGATE
176.500,r05,0.619776,0.558517,0.184810,1,EXECUTE
176.500,r06,1.675902,0.928685,0.807492,1,NAVIGATE
177.000,r00,0.642975,0.508272,0.326602,1,EXECUTE
177.000,r01,1.270274,0.854997,0.534766,1,WAIT_PEERS
177.000,r02,1.648649,0.946907,0.688481,1,NAVIGATE
177.000,r03,1.393938,1.419735,0.407297,2,EXECUTE
177.000,r04,0.889196,1.283639,0.900104,0,NAVIGATE
177.000,r05,0.619776,0.558517,0.184770,1,EXECUTE
177.000,r06,1.652058,0.925959,0.807227,1,NAVIGATE
177.500,r00,0.642975,0.508272,0.326562,1,EXECUTE
177.500,r01,1.270274,0.854997,0.534726,1,WAIT_PEERS
177.500,r02,1.615839,0.969787,0.688065,1,NAVIGATE
177.500,r03,1.393938,1.419735,0.407257,2,EXECUTE
177.500,r04,0.916781,1.312607,0.899688,0,NAVIGATE
177.500,r05,0.619776,0.558517,0.184730,1,EXECUTE
177.500,r06,1.612317,0.921416,0.806811,1,NAVIGATE
178.000,r00,0.642975,0.508272,0.326522,2,EXECUTE
178.000,r01,1.270274,0.854997,0.534686,1,WAIT_PEERS
178.000,r02,1.583029,0.992667,0.687649,1,NAVIGATE
178.000,r03,1.393938,1.419735,0.407217,2,EXECUTE
178.000,r04,0.944365,1.341574,0.899272,0,NAVIGATE
178.000,r05,0.619776,0.558517,0.184690,1,EXECUTE
178.000,r06,1.572575,0.916873,0.806395,1,NAVIGATE
178.500,r00,0.642975,0.508272,0.326482,2,EXECUTE
178.500,r01,1.270274,0.854997,0.534646,1,WAIT_PEERS
178.500,r02,1.550219,1.015547,0.687233,1,NAVIGATE
178.500,r03,1.393938,1.419735,0.407177,2,EXECUTE
178.500,r04,0.971949,1.370542,0.898856,0,NAVIGATE
178.500,r05,0.619776,0.558517,0.184650,1,EXECUTE
178.500,r06,1.532834,0.912330,0.805979,1,NAVIGATE
179.000,r00,0.642975,0.508272,0.326442,2,EXECUTE
179.000,r01,1.270274,0.854997,0.534606,1,WAIT_PEERS
179.000,r02,1.517409,1.038427,0.686817,1,NAVIGATE
179.000,r03,1.393938,1.419735,0.407137,2,EXECUTE
179.000,r04,0.977466,1.376335,0.898741,0,EXECUTE
179.000,r05,0.619776,0.558517,0.184610,1,EXECUTE
179.000,r06,1.493093,0.907787,0.805563,1,NAVIGATE
179.500,r00,0.642975,0.508272,0.326402,2,EXECUTE
179.500,r01,1.270274,0.854997,0.534566,1,WAIT_PEERS
179.500,r02,1.484599,1.061308,0.686401,1,NAVIGATE
179.500,r03,1.393938,1.419735,0.407097,2,EXECUTE
179.500,r04,0.977466,1.376335,0.898701,0,EXECUTE
179.500,r05,0.619776,0.558517,0.184570,1,EXECUTE
179.500,r06,1.453352,0.903243,0.805147,1,NAVIGATE
180.000,r00,0.642975,0.508272,0.326362,2,EXECUTE
180.000,r01,1.270274,0.854997,0.534526,2,WAIT_PEERS
180.000,r02,1.451789,1.084188,0.685985,1,NAVIGATE
180.000,r03,1.393938,1.419735,0.407057,2,EXECUTE
180.000,r04,0.977466,1.376335,0.898661,0,EXECUTE
180.000,r05,0.619776,0.558517,0.184530,1,EXECUTE
180.000,r06,1.413611,0.898700,0.804731,1,NAVIGATE
180.500,r00,0.642975,0.508272,0.326322,2,EXECUTE
180.500,r01,1.270274,0.854997,0.534486,2,WAIT_PEERS
180.500,r02,1.418979,1.107068,0.685569,1,NAVIGATE
180.500,r03,1.393938,1.419735,0.407017,2,EXECUTE
180.500,r04,0.977466,1.376335,0.898621,0,EXECUTE
180.500,r05,0.619776,0.558517,0.184490,1,EXECUTE
180.500,r06,1.373870,0.894157,0.804315,1,NAVIGATE
181.000,r00,0.642975,0.508272,0.326282,2,EXECUTE
181.000,r01,1.270274,0.854997,0.534446,2,WAIT_PEERS
181.000,r02,1.386169,1.129948,0.685153,1,NAVIGATE
181.000,r03,1.393938,1.419735,0.406977,2,EXECUTE
181.000,r04,0.977466,1.376335,0.898581,0,EXPLORE
181.000,r05,0.619776,0.558517,0.184450,1,EXECUTE
181.000,r06,1.334129,0.889614,0.803899,1,NAVIGATE
181.500,r00,0.642975,0.508272,0.326242,2,EXECUTE
181.500,r01,1.270274,0.854997,0.534406,2,WAIT_PEERS
181.500,r02,1.353359,1.152828,0.684737,1,NAVIGATE
181.500,r03,1.393938,1.419735,0.406937,2,EXECUTE
181.500,r04,0.977466,1.376335,0.898541,0,EXPLORE
181.500,r05,0.619776,0.558517,0.184410,1,EXECUTE
181.500,r06,1.310284,0.886888,0.803633,1,WAIT_PEERS
182.000,r00,0.642975,0.508272,0.326202,2,EXECUTE
182.000,r01,1.270274,0.854997,0.534366,2,WAIT_PEERS
182.000,r02,1.320549,1.175708,0.684321,1,NAVIGATE
182.000,r03,1.393938,1.419735,0.406897,2,EXECUTE
182.000,r04,0.970265,1.372850,0.898426,0,EXPLORE
182.000,r05,0.619776,0.558517,0.184370,1,EXECUTE
182.000,r06,1.310284,0.886888,0.803593,1,WAIT_PEERS
182.500,r00,0.642975,0.508272,0.326162,2,EXECUTE
182.500,r01,1.270274,0.854997,0.534326,2,WAIT_PEERS
182.500,r02,1.300863,1.189437,0.684055,1,EXECUTE
182.500,r03,1.393938,1.419735,0.406857,2,EXECUTE
182.500,r04,0.970265,1.372850,0.898386,0,NAVIGATE
182.500,r05,0.619776,0.558517,0.184330,1,EXECUTE
182.500,r06,1.310284,0.886888,0.803553,1,WAIT_PEERS
183.000,r00,0.642975,0.508272,0.326122,2,EXECUTE
183.000,r01,1.270274,0.854997,0.534286,2,WAIT_PEERS
183.000,r02,1.300863,1.189437,0.684015,2,EXECUTE
183.000,r03,1.393938,1.419735,0.406817,2,EXECUTE
183.000,r04,0.970265,1.372850,0.898346,1,NAVIGATE
183.000,r05,0.619776,0.558517,0.184290,1,EXECUTE
183.000,r06,1.310284,0.886888,0.803513,1,WAIT_PEERS
183.500,r00,0.642975,0.508272,0.326082,2,EXECUTE
183.500,r01,1.270274,0.854997,0.534246,2,WAIT_PEERS
183.500,r02,1.300863,1.189437,0.683975,2,EXECUTE
183.500,r03,1.393938,1.419735,0.406777,2,EXECUTE
183.500,r04,0.970265,1.372850,0.898306,1,NAVIGATE
183.500,r05,0.619776,0.558517,0.184250,1,EXECUTE
183.500,r06,1.310284,0.886888,0.803473,1,WAIT_PEERS
184.000,r00,0.642975,0.508272,0.326042,2,EXECUTE
184.000,r01,1.270274,0.854997,0.534206,2,WAIT_PEERS
184.000,r02,1.300863,1.189437,0.683935,2,EXECUTE
184.000,r03,1.393938,1.419735,0.406737,1,NAVIGATE
184.000,r04,0.982380,1.362399,0.898115,1,NAVIGATE
184.000,r05,0.619776,0.558517,0.184210,1,EXECUTE
184.000,r06,1.310284,0.886888,0.803433,1,WAIT_PEERS
184.500,r00,0.642975,0.508272,0.326002,2,EXECUTE
184.500,r01,1.270274,0.854997,0.534166,2,WAIT_PEERS
184.500,r02,1.300863,1.189437,0.683895,2,EXECUTE
184.500,r03,1.393938,1.419735,0.406697,1,NAVIGATE
184.500,r04,1.012668,1.336271,0.897699,1,NAVIGATE
184.500,r05,0.619776,0.558517,0.184170,1,EXECUTE
184.500,r06,1.310284,0.886888,0.803393,1,WAIT_PEERS
185.000,r00,0.642975,0.508272,0.325962,2,EXECUTE
185.000,r01,1.270274,0.854997,0.534126,2,WAIT_PEERS
185.000,r02,1.300863,1.189437,0.683855,2,EXECUTE
185.000,r03,1.392300,1.411904,0.406582,1,NAVIGATE
185.000,r04,1.042956,1.310144,0.897283,1,NAVIGATE
185.000,r05,0.619776,0.558517,0.184130,1,EXECUTE
185.000,r06,1.310284,0.886888,0.803353,1,WAIT_PEERS
185.500,r00,0.642975,0.508272,0.325922,2,EXECUTE
185.500,r01,1.270274,0.854997,0.534086,2,WAIT_PEERS
185.500,r02,1.300863,1.189437,0.683815,2,EXECUTE
185.500,r03,1.384108,1.372752,0.406166,1,NAVIGATE
185.500,r04,1.073244,1.284017,0.896867,1,NAVIGATE
185.500,r05,0.619776,0.558517,0.184090,1,EXECUTE
185.500,r06,1.310284,0.886888,0.803313,1,WAIT_PEERS
186.000,r00,0.642975,0.508272,0.325882,2,EXECUTE
186.000,r01,1.270274,0.854997,0.534046,2,WAIT_PEERS
186.000,r02,1.300863,1.189437,0.683775,2,EXECUTE
186.000,r03,1.375917,1.333600,0.405750,1,NAVIGATE
186.000,r04,1.103532,1.257889,0.896451,1,NAVIGATE
186.000,r05,0.619776,0.558517,0.184050,1,EXECUTE
186.000,r06,1.310284,0.886888,0.803273,1,WAIT_PEERS
186.500,r00,0.642975,0.508272,0.325842,2,EXECUTE
186.500,r01,1.270274,0.854997,0.534006,2,WAIT_PEERS
186.500,r02,1.300863,1.189437,0.683735,2,EXECUTE
186.500,r03,1.367725,1.294448,0.405334,1,NAVIGATE
186.500,r04,1.133819,1.231762,0.896035,1,NAVIGATE
186.500,r05,0.619776,0.558517,0.184010,1,EXECUTE
186.500,r06,1.310284,0.886888,0.803233,1,WAIT_PEERS
187.000,r00,0.642975,0.508272,0.325802,1,EXECUTE
187.000,r01,1.270274,0.854997,0.533966,2,WAIT_PEERS
187.000,r02,1.300863,1.189437,0.683695,2,EXECUTE
187.000,r03,1.359533,1.255295,0.404918,1,NAVIGATE
187.000,r04,1.158050,1.210860,0.895694,1,WAIT_PEERS
187.000,r05,0.619776,0.558517,0.183970,0,EXECUTE
187.000,r06,1.310284,0.886888,0.803193,1,WAIT_PEERS
187.500,r00,0.642975,0.508272,0.325762,1,NAVIGATE
187.500,r01,1.270274,0.854997,0.533926,2,WAIT_PEERS
187.500,r02,1.300863,1.189437,0.683655,2,EXECUTE
187.500,r03,1.351342,1.216143,0.404502,1,NAVIGATE
187.500,r04,1.158050,1.210860,0.895654,1,WAIT_PEERS
187.500,r05,0.619776,0.558517,0.183930,0,EXPLORE
187.500,r06,1.310284,0.886888,0.803153,1,WAIT_PEERS
188.000,r00,0.642975,0.508272,0.325722,1,NAVIGATE
188.000,r01,1.270274,0.854997,0.533886,2,WAIT_PEERS
188.000,r02,1.300863,1.189437,0.683615,1,EXECUTE
188.000,r03,1.343150,1.176991,0.404086,2,NAVIGATE
188.000,r04,1.158050,1.210860,0.895614,1,NAVIGATE
188.000,r05,0.619776,0.558517,0.183890,0,EXPLORE
188.000,r06,1.310284,0.886888,0.803113,2,WAIT_PEERS
188.500,r00,0.658620,0.504922,0.325532,1,NAVIGATE
188.500,r01,1.270274,0.854997,0.533846,2,WAIT_PEERS
188.500,r02,1.300863,1.189437,0.683575,1,EXECUTE
188.500,r03,1.334958,1.137839,0.403670,2,NAVIGATE
188.500,r04,1.158050,1.210860,0.895574,1,NAVIGATE
